UMAP1,UMAP2,UMAP3,Sequence_ID
2.147083,4.7159233,-1.3080546,003ceda56749c853abbac2d784a8fbde2560d6fba1015a6e8943aab95149a2b1
10.991276,7.705906,4.513565,003f9aeaf4d2c078e1d49607653112b1fddcf853afabce161ac7d411141f3350
10.225958,-1.797375,3.7470014,003feede1bdb97c37f3d4eb5aaccfc7aad01e68dcc0dd32d71eda5affddaa1bb
7.8924007,4.1841416,-1.4475983,003ff20449477f2664d4dad31805601bbde01193bf61d95fbb0d91b2726365b6
10.389178,-1.4175371,7.8758006,0040403fb11cb0d62d76ca832ce4e4c17960882f34ce596d495be249414bc416
9.762987,4.9960017,-3.0178092,0040aad2dfe3521316bf96be8689cf34125adb55eb624523ed888a0deb2a8406
1.9727664,0.75149876,3.5068455,0041b8249a0ecec4d95d400fd636ee3e10b46fe07022c62646367ba52ffe6490
2.4779916,5.025294,4.2575064,0041e2665782f6fde4bb0d17a4fba8fb24466833b8380299f89a43b2d8ffdbdc
10.16342,6.1331115,8.768223,004287fe35a32681b6fa3c4b8b6087589d69d6d6c07ea2e7c639c7cbaf805b26
8.255188,7.519554,2.714972,00433728e14e5b363a09a4c0df8de9cd062d1e97343b6dc5a83e73337f0a2446
10.807409,4.7367954,-4.032806,0043ae4a66e911ed418e704e06babcfc54e2e89027af5e1c2c82404d4eb51c9e
5.878816,10.556896,-0.06692606,0043c387f9918f0d348570b9b94d89b0642f6675b0dd82c692942c347afdb76b
12.398194,5.7678933,4.27166,0043e681d4f8891b5a63c29b1238050ec66339654e2f9b9f252ca95d639964b3
9.099913,0.030207243,5.0919323,0044e6d2f78d29e6eae5f669d3458b04d12de80afdbf0312dd05bfee13108647
14.117564,2.4949265,-3.9948063,00450bf771808e69bd862ab133df47a9ead88c101f32a52fa07a0d541f1dfac0
10.75661,2.8251874,2.351458,0045b8eedde674f131fc07d14c69aad05680902a08fdbd32a01c8272e8e30289
9.003221,-1.0311266,5.946242,00463044d04ddcbd3d948826da93e77ededcb4dce2bd1774e9d2c6175e4d210a
6.7519655,6.4521503,3.0201662,00478ffcef56175e49ff58a02760dfdbdae7fbecd5e8272f273f1b1f07de788c
10.357579,0.7545791,4.879465,00482bf41d0cf94341690611f2cea92ded342f053ae72e9cf52da0f0fc2989ff
5.384663,8.348894,-3.3704162,00496040a1003e721d90419574276e84d91e478a2f7c7f74d55c6ceda234c934
2.453024,7.1136346,-5.544373,004d09f98066098974a0f45921c9c8172a9740c7f98ab2858369d2adaaa27f1c
11.674735,-1.285177,-0.12082291,004d6327ad595e3be149b0b1be546c1308cb2eb0b36355f8ba4e3ea35faee0ea
8.951502,-0.88985467,6.2693834,004d89829ce2aca6cfa026d77d0260aa542f843442bf8500531d0349eec01ee0
8.728611,-0.67705226,1.0391812,004de16528c55c7f2eabf616cbdf475971f20287ae3f0531367f378e507c6e91
9.091026,-0.86791456,6.1514874,004efc5de8e718c141c2bb17d988dd41278ecfa928fde6348e4469f657468832
10.13992,6.6449018,3.7529292,004f43280955703ddbb33762f52e9c4371574e19f8aa6eab0de0d216bd061db0
7.742873,4.7203894,-2.2346275,004fa6acae4e68b8c81d0fbede9871e7aa0fe00af90de7eaff89cde6bc2eee2b
11.670828,3.585068,4.6986194,00509181b0e2af298a2623bc49d7cd06fecbb45e2d662ff1c7a964dd824b78d6
1.8306645,-0.5761644,2.4408846,0050f5cb61221826c4bc6429eb50337dcca24cd26a6989c90811af83a48ee8fc
8.20914,3.583456,-2.2383502,0051d69a1fcf792a092f170802cd323a8955058753a4eadc164a05ea75cbd13e
10.015091,9.70744,2.3256068,0052a0324f4a602f1e51020dffe62c7a5dcfc63f7d7248e7d9942558ffa8d54d
7.030704,4.45006,5.470332,005329bb08bdacb4cafc66c37e8435e98598fec7b895936cb9175b005c317b11
11.503861,5.8462076,6.41328,00532ed524d43ce12b15daedfc4042d85677a1d629c6494276f552a284d8747d
9.82699,2.1597202,-3.7069576,005348df8d800af7adfb6ee08a47ec216fa18fbb79ddf5200fe339a1de7e25c9
6.104118,1.8651572,8.99646,005503901c11a1b0f56d22a522317c22d8c72eb8b90943599cec8d49c313c3c7
7.145519,4.8062506,2.7243237,005591e1b31f5509e7a7f25c32da011ce45ea3cea57e203df693ef0791730a8e
5.242901,5.916257,2.550037,0055a344e63258d6cf727d3c4d08d5d9a3fe70d6c84dd275a6db3521dde57265
4.517488,3.689266,2.6525002,0057004387ac9772958379c6690a427e445e8aa48f805008dba8af33b468ac31
-1.2879426,12.267228,3.064606,0057759c10a5ac5094c345df217d4d6282730ccad28cd42c3548aec2c4187d22
5.6832004,6.138326,2.0842083,005780e8197b1a01d27e063deaf432ddc18dba394f8863797e08cb3baa438dbd
3.0157173,-0.41520992,2.056702,0058748f48166c81604d03cbe61254aceb7c8e391e7463b343bd79284c83cae7
7.762098,9.227247,1.7363664,005a16b6507382ec82a3b318bc678fed740b23e6d220ddf3c27b4d00dfa74cf7
8.961993,-0.53104615,5.4633727,005afad445e7ea17e2d9c43467152dc3d12dcfc7e8b3b0a1211c83f5455a90b1
6.373172,6.5040507,0.07264646,005c424dcb947cd13e647c61193b1615654cca9b461a4d9be02dd951caca8214
7.59998,-2.334198,6.2691994,005fb38e90756504ae6542f2d280a48f49183c055d3d29b0934a2439d34589b7
2.5430055,-0.6191535,1.7841077,005ffec65627e7816adf3367c0340fc1fc2999a1bf2c7f389151a827b37ec29c
7.6168327,5.941932,4.0015054,006078ec6e6ecb75719d2d2088c72a561372833fdab9306cd63b32222ef8b4b1
9.784232,6.7529645,-1.6401373,0062cbcd5853c152ec7c2f00d1d33096416f48e1363ca1acfc6bc1304a792df7
11.983431,1.3610442,9.215463,00636d5b97ca0a1bdcf7be49d788d3f7a0eae6f272b408fc421ae72cf0e258f1
5.461191,8.171131,-3.669428,00649edbf44eff8ac006b85712cbd091a884c1f4f60a79fb21ed8f38f7eb85af
6.402132,4.797179,1.2678926,00662d5c512ad012fa5b2ad6a901c6ad9784e67d177070d703636d1c980f196f
8.332915,6.177888,2.0158753,0068037179838b979b849b30f3a46495e277705394469eb13e0cadf2d8f01c22
9.960985,7.7785378,7.5712852,00686db7e632ebf88deccc6550005124c96e9c84040f801b03ed841f0d56e8e1
5.7234507,9.266135,2.1992955,0068c74c9ed74867bed3f8c7ef5edd76a43a15db71b0575a1e9fc94288141540
9.241511,6.0216475,8.451138,0069bb1c391d93823a2731976cbb5c8bc3d0308c8a3a8c82ead7bcda69fc87e4
6.21337,9.221744,-3.5457575,006ab6940d471e0c90b11b3ce321d2f9d437229078da3635f920bd69429680cd
16.55079,2.79705,2.8637595,006adbf63015bea47de204bf9003b7a569cfcf13453f8d1ffea6fffc02832270
2.5349417,0.41778907,3.642117,006c4e67b41a4fabf6cce24906dc37ab4b4db43679a0181058d6d709406b4285
10.640787,7.3008966,9.637583,006e78e254b34c38f1a163eb7e9072a5eaa5b32fbd82f936069a058dcc168eed
8.2415085,6.162305,5.1468816,0071284191cf948ec80d8b2140a24760519fb6cc79153010bbdec1322c77724c
6.717955,3.2543352,-3.4708772,0071d6bb00588291673ac7147d71624d27e1a66014584666192775ab46b76e77
8.475747,6.2577944,2.6288176,0073f84b655269b9db4b1f8353b72a92bcd5d7a69350153b573b8bf50cae0940
7.0900154,9.60887,5.937486,0073f93ce6d5bf5d1cf71a3c584a0c8d5b3c380086c0619fd8c0879f6f57dca4
-0.30187082,-1.2065054,1.896531,00746807c65a19dc715bc6fa5c24b752c6114f811a8b2a83e374ac68f7e92b5c
2.2965808,6.0579247,8.569716,00765d8d26738baae204ce8704a28a640920433359d1fbdb88a7208341cb625e
5.1971354,1.378219,6.221836,0076d09eae2531b0facc33bb9a5d141d7e51d27ada0680b36f88cd9abb5dd02b
9.089825,-0.11928474,5.748397,00771389a4a9fb069e92cbab5d4d32998db3aa8da3c6eb857a313cb2592c26c2
7.7804317,-2.3432333,6.1002316,00772f98fed14cffb9b8f72c44845da480a2fe3bae111e382f00baeda9d0c9c8
0.41742468,1.131317,-2.3648689,00775db21ccb94c941f7e45e7668958bad9dec73cf3e0923dd3b7655c4c88521
9.961235,3.557707,0.82068205,0077fe7a1ce03d3b940307e7f5443265f26524ae4d2a76f1bc1086d7b7c1d2cc
6.0737605,6.011349,2.1944647,007861fc7eb2fc10735b47a803dae482dab2119d3f8f6574b03c3acd3fc94386
8.353104,10.129045,0.97329336,007887715becbd638948444442eec6a7bae51bb989f1f1ab7295e19ec146dbdc
6.3671474,5.9218197,2.0826464,007a2f20a068972b502a8f7ac2b2c38d495f44063118975e142cc064cfa6a3ad
8.657042,-0.59788,4.799772,007aa2357c130ded7b61b380ceef66f0698f8b124ba626030e9b79a73283d24d
12.99263,5.741481,4.7998333,007c1ac16d777e0a1b42dc44fa1b67ce65ff1f1410d6f9fea6354cca4942b5f1
12.2737875,1.0022899,9.604253,007c90d8d81a3ff94ab0d03d6c0e81ebb6f2d5ad4405ba78359d87d05c545e06
1.8592521,5.926365,8.256536,007df649734a4389e21fcfc40b7b4bccce7fc7109485ae8e4e5103f2763e5cea
9.323141,7.1636086,6.9833035,007e5084f333c5b4dc3517756ae7e0bdf2f309d1f5a1d65408f02b231050fd43
2.6398973,7.391633,-6.3051286,007fde123dfef014fdca1a26c61cce9f1ee4f824ccca3a6a430d0566af79aecc
4.3131957,9.082316,-3.6738853,00811b35fe94e4623263af0dbba2a19ccd9a975a8e5f914ab49cf91440817402
8.495479,0.29830378,7.1411343,0082fc42d725221791d477d43dadb0f6ceae820e16d8768be2ef6c892e0fdde1
5.67832,4.446008,4.0145106,0083b30beedab68de0f9203fcb3d478058201306fcf16184fd1a52a66a18f925
15.895531,-0.9297476,3.5732741,00844f97bb1a4b248d9dd76768d4606a71ec4667af23804331cb3bc7a679ea82
5.865525,6.0823164,2.2619152,0084caa002d8e0eca6bc9c55cc44e383d2b81160a53733b418bcbb0b673c9ca3
8.295039,2.249313,9.150836,0086702bf418eb8b4949f8f4046c06a702749d9073568d8b3259bd22af56ec49
4.533319,-4.2801147,1.2384973,00877c53b030dd72b8941680db01fcf0e6ce59ebfebb15eafa65d57f1a97ad7e
11.31371,6.8109565,1.700649,0087fcd960476812f463d35801524bd71ff5f9882efa3fa4aeb3f42e7eb2cdd9
8.321627,6.5288987,2.622089,0088086067421cfe10677854e2d7ccfd4ebf633a6cb3592df9ac51da21aa7122
6.1584396,9.222584,-3.018414,0089993c70ec64e27aeec4911f706b6ce600f1ba407900ee8eb2d5948d103cc5
5.802103,6.3884163,2.6941867,008a58f6c486a020b9afd3f566444d7f772fc4a857543a91f7206aba12472b91
5.111089,7.3170247,10.358936,008b44deb640782411f8acded3544aaa595fb02375238cb058fcd19344dff46b
9.601758,13.646655,0.1536202,008b45e373feff24ff0933715af6346391a5090fc69ca18c004650e8fa590ed5
10.76972,7.57435,8.638502,008b6a9340ae59ed4bf783ae29184c26d8600cb81b888519f99cbc09b8ff4458
10.641376,7.7725744,9.866894,00904a7ccbbd2ae5f604b06c31bb1faf83f64a3e744fc42bdc007c2306c13225
6.8066716,7.704438,6.090116,0092165f1f9540304225eeaa0bab3e91e1c9435b56281fa00a9149b7505eb513
9.455293,-2.1645415,-4.6082187,0093107d6b07911cf6f42f9562bbc08de9639451678ad93d9f977af740fefb5b
11.183237,10.123385,12.2844305,0094432dc97653138eac960902bb8d920929ebb995e5808b4d78ec4e65e1f426
10.563621,7.3138614,8.494871,0095650f86a3f65530f1bc19931203ec1ccd8a95ba2bdd1f100d930aeb9e6d78
13.215292,4.8629503,5.257082,00975cbc7bfe25e09c42cf2cb0208bacb559fc5ee58619587df86ab99cee44fe
5.749693,6.3496366,2.6751394,0098b3548d76a05da501b5d00b30db8cdc0de2e7167fc157edb344ee43cb4263
0.49528697,1.2567639,-2.4012842,009ad3e524b9a6dabef48d2dd202219da39e2d10c5005f638c06dad5971f849a
9.490715,8.603657,-3.931404,009cc59534e0eff508ae48f3da9e25dc7220770b848457850aed61898ed406f0
13.29043,6.5935416,4.6852236,009d9ef2e0663f35a942d1be33616ac56ff8569f502427b67c6da9aa535b4bc1
10.629497,7.434332,9.289481,009e718bbc772565d008e3ac98f6f854e85d52d82e8ac61ac74ca9475de68d7c
7.386379,5.9433193,2.7961912,009ead8fa32df208d63998f81a6c2b9f745115fa6973c4b12dd921898c2112c0
1.5345234,1.891492,-1.8535252,009ed57f15651243f724489680b574d3aecb4b733e20924776d9b110eaff36c3
7.5779176,11.821131,2.9537714,009f842e369f23b65a0f1a8af7318bb77eb321879b080d4482d4315b63c95488
7.7439585,6.200663,4.4555745,00a3787dcf43d0ed6ce8120b86e574d3393b32013ecff2e8cafb3aca004c7469
5.6222067,-0.29526463,5.8121476,00a49a1acc2390c49bf016fd994b8b9e4f899afb14d54bdaccebc5605e8a54c9
3.0311391,7.1636133,-5.2532363,00a4b83d37adc29229e54ba84c39142e1a89df3c46067f50b5235e5dc3be8bc4
9.506048,-0.29094362,-0.13560957,00a4dad0fe9ada7bf6fb34d20833f7068bcc5869063689e3e715695efe26447b
6.933599,5.9152346,2.2819867,00a5657c90810f480db7a393b64bdb6ab78f530419fa3351f7e14ae1237a24e0
15.125543,-0.7431231,3.7517722,00a67709f5339d06fed9c01d8b799f44015382d5c9045f61fb28c4b088cc826c
7.7014985,-1.65271,3.354867,00a68de29af9c381ac1a91a1406c82cc1f880f210e60d9459baf3d44e5176284
10.275833,1.5461394,1.2330432,00aa1a81d455156776dcc1fab2d6debdf4f16425c258ed1c9fa85fad2ab1a456
7.2422814,7.63611,5.8516135,00ad3d90db4f6ca5c59c4b4040db9ab45f7f2492f0202cb2c04043c11468a027
7.4280186,5.9072866,3.4738233,00ae30f792a8ef99ae2790e7cfcc6dae88567635cd40b9c742aef3190cdc9272
11.396653,2.7808383,1.5891178,00aece573d82a0f15986c98f86fecb72a2b05f62aca2108c9037d3e4aa86f368
6.7555485,7.034184,6.3571067,00b29129186f41ab95cae5d2856cb68cecd32ddc7ab1036e465445637ada6e51
10.044326,9.74306,2.299035,00b45c80fa3fa58cb1e88cbbe913eb7a8eb8e1b2e5cad722e8370c2da3211a0f
11.352114,1.2265028,9.924909,00b45ee45a122b96b5aa73928ca7649cdcb9246a061f2565ebdb4c0f06f7748c
11.888906,7.237806,1.3756466,00b58c2322296edec53a2e0edacd3c2391e601079a9db2952acc8862d6f13545
14.931384,2.1870182,5.374389,00b7c24b170c2456c0ecd700cd8fb1857c33e20b2f05d614714a111072576d23
6.731458,2.5274093,13.949335,00b9531b235ce37ce8964142a49b5299e5ecceb1c50e397e5affb2ab788ffc85
4.094781,3.4374375,-0.28643098,00bae73f29372ffc4f0a9d0275ab5227ceb9e532b74a8d5f562f6ef21bc2d61a
11.164264,2.3462377,1.0493926,00bd2730290f2a8d82fca2441fb111a704bdecf9c7060caf73bc7d3788684536
5.0623827,4.8601213,3.735257,00bf0b90c77eee3949b2754a041aab535bcb58b284b907863fc8790deab787a0
7.2136183,3.723921,-2.8713095,00bf4e122424337f6c8a42292af15a746ad0671d167625e2668053db1bb1f1e4
11.922363,2.0848439,4.5678315,00c32d40bc01a0d3dbaf4944bd9ff4e9a434929e5d0eccc3c9580e9d7eba785e
11.325555,7.0046067,1.927782,00c4a8b0154559bf24bd69287c0dce25868fe0ac425794efeecdcccdc100278b
4.2998524,9.682718,-3.7541373,00c53cdea4798fcc32af15dcdcbdb946e262cc71cbf829a57feb0db6dd182102
8.228396,7.508564,2.7127502,00c5b2c3122b141d12bc5ec998dfb44be65df3a56bc83ede498cc29eedfba4ac
3.1417332,7.1358824,-5.1108284,00cc13b30ac4291cb2c239e8539b8eb21d19ad9d94e22e0276c80997ebf2d850
7.328852,2.9843485,-1.6500217,00ccd1118386704ce101e458d608ffe74a8e5d5351c9a03d431184749d6d8e1d
9.438563,6.41914,0.93039495,00cd10e6a924b3c1e43cb1f434c9eb4e1146a2f30b62514b3c0fc9089f4870f9
7.687267,6.394492,2.2309039,00d04ea69b15a924e76d33e816d39de4ab6302827bc550f735406ee4c6b88965
10.321614,3.324985,2.0409572,00d166762ab63ace4ca0d11644ac9010fddb7121a41903e97c34e3d84638731f
11.356333,6.853085,8.575534,00d2293ee58dba646247015a9c4bd61664e5c4cfa3464de1dae2eef3c0a99489
11.045245,7.702093,4.4987006,00d26af250d710366bc46356f55edef2b4e514af2248e38683b60cabf7671a24
12.029542,9.976674,1.1975914,00d2a5840c99119cafec456b1b4693f6f1c59ce722de58b3b7053a21137ae67a
6.8110743,6.0242085,3.1141548,00d3959ff2a91061e9cefff127e9711e3cb064253acc9afa27a3bd0840cd6fa8
13.086643,5.8332973,5.262487,00d3c71fd0591d6bd829a079ccfad3bf5d84221ff04a2223d7a19c78c86f9362
2.5648475,10.144312,2.1568596,00d489816d1c0df8c4a2d0d9a760d35f9cf1708cd973677957246cd8abc28b4f
12.294277,2.696159,0.62236017,00d6075cfc334d545102871cd92081dcbe6232b268b0e8398dc423ad4e356f2f
11.703503,7.901245,2.1505272,00d64e2524c7b3e51077a16ca3b8182de89474dce4183550db5b5c36b410aa7e
7.4538603,12.406983,3.1268628,00d70ea1f8bb53f6b00360ee7b3d8f19849edf40423c8c0f202c3cb88f08e2fa
9.360059,-1.1057227,6.9444685,00d7b7f6f63d2b81406913e7e1f5ca251fdceaa0c357a468b753fec8ab04e9d9
15.579331,-0.8434647,3.8764322,00d8d96f04614b1c3cc2dbb4608536954397a42f0366abe3e52b95daecfa5367
13.2081,2.570005,0.53276104,00d92fe929e313f6cd90f1153b9b992a03e5d859578ed3713c51d37d92f76786
7.8501167,-0.893302,3.081328,00dad7043f25ee0859e56983636029e6fdc4b4a90c91fec412b88863a0713023
10.8859215,7.5569944,-1.4937184,00dc16301d3b5627d08bfc57866e86d563787ad633356d14a2a41afb2704be8b
14.077538,11.089545,2.3093228,00dda10a0bad59e7e5da29d90c46e2ad18fc2e72d060845938763778932eaba3
7.6328487,-4.355315,0.94275177,00e0702e4bb62a9097acab74ad2d42ca15661a0a53c67414a5032d695f8c8333
7.7039795,7.3889728,3.7591302,00e1157a2faa87c037f16d2fc95ec74bf8880d76dddb42154191707229c92669
8.267319,6.0779366,1.3924844,00e1e614bcdc92a5e15659b49dd2be1c61d94cc7d7a354ad7081cff46f329b9c
9.90105,5.5700583,1.8430567,00e4ba3ad974b0360d1b681a5d50c5823bee642d74aae74cf386bcc490147183
10.899589,1.2803339,1.8071185,00e5a3bdd3fb2e0f99ee2cb0918d8a3649da5cd321d5bb72698cb29ec2303727
10.294905,3.56789,2.0805018,00e64af9c1a016ca25533946742b077949779fcc9558d9c0eb336933c4606e68
4.185721,9.938404,5.412688,00e6b6a4fbbb683c634180b2721c2b48fea6904f078da0170fbb19d8b3b53391
9.3270235,9.059757,4.334314,00ea8cb2c2f11d243351c66421345f94ed7eb8858e429c0949c3fcb962f84c7a
7.994272,2.0023582,3.1882572,00ea908ba641babf7c40a43b3be249f39bef7eef84cc93bd65a02e55aa8c1c50
17.522314,4.568948,1.2907884,00ec910d21b3763bf61c20fd8e82e1acafcd2b80e3307b86aabd3596edbf59a1
6.2704635,2.091852,9.040466,00eed9776f61d4832b2ed3eaeb682b17ec2db700712a621d4868d7d6821f5698
6.0648007,1.7961386,8.957148,00efabf149b61509960654d33f07f0c6e1ca9ea33f17afc77263b8c1ba793bc1
13.348296,2.4409757,0.4485303,00f056eef28f34cc78c43ceeffdc9ddf7eb5c0b4f340eacaa70aa0b73eae0784
-0.08697701,10.01443,6.851899,00f17c58dda36b335d9fa6ee3b69415b08b4250b3c0955c120a90fca3bcdf881
6.0436935,6.3309703,2.8274627,00f29cce9530b036e0bbc8eeb86362eaa24496dc1ae9da969673414246e88aae
15.068699,6.582979,7.2848444,00f423c55812f57112802fe5030c59067f09412df2820d731a7ea25c0e560aa8
10.682917,7.6367064,9.502813,00f511b40c55224395ab8c8aa6c47b00fa2da3366ba60b140b25c51f4c59cb06
7.2178206,3.9393902,-0.884216,00f66cfd05b6c2fea8650e5505a38c6abe63ba07d9b8ab6d81626e2e96a6c03e
5.505571,9.018146,-3.185395,00f66ec5eff1de1100540fe2b3780cad22d36dd35e17ee2447f417f4fae78938
2.21139,-0.2299355,-1.4870094,00f6f83e7a3757b543f594bb3828ad98e8e749386449fc482154e30b65ce8b0e
10.821162,2.4497385,2.4595838,00f750e2130c38c2e27983c5ed3ff7641cb8e7910e752811cc0017984931e5cf
12.728246,2.6202195,0.599725,00f7bb35a15570180455b431126ef0bc3f436ea0b13c2372f404063daff9626b
7.564685,-2.2656224,6.2309575,00f988bb1a551c5009c8577d53844d1058e2f3bf2196f48d02710adfb4c154a3
10.794106,7.1699176,9.679444,00fa9e80a3902d7614810b3b12a9a66cbea55df99595a62670e8b21722823080
7.7830005,6.6712008,3.9478738,00fad0e82d09452c57239e56304e2335ff5c94e3de963a0b2beb9914c0a1dc34
